,rerun,group_dim,bootstrap,subject,ism_repref_corr,sub_rep_ism_gsm_corr,sub_ref_ism_gsm_corr
0,4.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,4.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,4.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,4.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,4.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,4.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,4.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,4.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,4.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,4.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,4.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,4.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,4.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,4.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,4.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,4.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,4.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,4.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,4.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,4.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,4.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,5.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,5.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,5.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,5.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,5.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,5.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,5.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,5.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,5.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,5.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,5.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,5.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,5.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,5.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,5.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,5.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,5.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,5.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,5.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,5.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,5.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,5.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,5.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,5.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,6.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,6.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,6.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,6.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,6.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,6.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,6.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,6.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,6.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,6.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,6.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,6.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,6.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,6.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,6.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,6.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,6.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,6.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,6.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,6.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,6.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,6.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,6.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,6.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,7.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,7.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,7.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,7.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,7.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,7.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,7.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,7.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,7.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,7.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,7.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,7.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,7.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,7.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,7.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,7.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,7.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,7.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,7.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,7.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,7.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,7.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,7.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,7.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,8.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,8.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,8.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,8.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,8.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,8.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,8.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,8.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,8.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,8.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,8.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,8.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,8.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,8.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,8.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,8.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,8.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,8.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,8.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,8.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,8.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,8.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,8.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,8.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,9.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,9.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,9.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,9.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,9.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,9.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,9.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,9.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,9.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,9.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,9.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,9.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,9.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,9.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,9.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,9.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,9.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,9.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,9.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,9.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,9.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,9.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,9.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,9.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,10.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,10.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,10.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,10.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,10.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,10.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,10.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,10.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,10.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,10.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,10.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,10.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,10.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,10.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,10.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,10.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,10.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,10.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,10.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,10.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,10.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,10.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,10.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,10.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,11.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,11.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,11.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,11.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,11.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,11.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,11.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,11.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,11.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,11.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,11.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,11.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,11.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,11.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,11.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,11.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,11.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,11.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,11.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,11.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,11.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,11.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,11.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,11.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,12.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,12.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,12.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,12.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,12.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,12.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,12.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,12.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,12.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,12.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,12.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,12.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,12.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,12.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,12.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,12.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,12.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,12.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,12.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,12.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,12.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,12.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,12.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,12.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,13.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,13.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,13.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,13.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,13.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,13.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,13.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,13.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,13.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,13.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,13.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,13.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,13.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,13.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,13.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,13.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,13.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,13.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,13.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,13.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,13.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,13.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,13.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,13.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,14.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,14.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,14.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,14.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,14.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,14.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,14.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,14.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,14.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,14.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,14.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,14.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,14.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,14.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,14.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,14.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,14.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,14.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,14.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,14.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,14.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
0,14.0,100,1,18,0.03524049463544014,0.5263057111688032,0.28409298168167896
0,14.0,100,1,17,0.012576225195810503,0.4133679041843037,0.2473905672308745
0,14.0,100,1,3,0.004877950784197154,0.5092059269973856,0.4320633397318978
0,15.0,100,1,20,0.01636200941772714,0.5681336214144641,0.37931456626434
0,15.0,100,1,19,0.009030387084346917,0.38602839807535483,0.5732477048741881
0,15.0,100,1,9,0.03142611585987547,0.4455452620325414,0.31691549851598133
0,15.0,100,1,14,0.038929920226541,0.5929600458654811,0.22293035547738482
0,15.0,100,1,21,0.026607155571343293,0.2930500787982502,0.4852162405394128
0,15.0,100,1,8,0.022695919768083897,0.2566673355508048,0.43482283415764056
0,15.0,100,1,4,0.007524417248586514,0.6098046949237071,0.5480695994269466
0,15.0,100,1,11,0.01950724263145986,0.44241350200870966,0.6103388307440132
0,15.0,100,1,6,0.016721111557752827,0.4702806108760954,0.22888477339921065
0,15.0,100,1,7,0.012942692327929373,0.38984048139680316,0.3107786230830232
0,15.0,100,1,23,0.022295761371781964,0.48672970073539124,0.36677694377773684
0,15.0,100,1,0,0.02921957256108556,0.6133238770804011,0.2729111716848476
0,15.0,100,1,10,0.021520349225840812,0.425258790237224,0.4673577509301825
0,15.0,100,1,16,0.021759693044992354,0.5972097871740364,0.44582832697487274
0,15.0,100,1,12,0.05504980697109679,0.354615592432892,0.5080710806061536
0,15.0,100,1,2,0.013683302872802113,0.40371775750387906,0.22275066981346914
0,15.0,100,1,13,0.013092002731031664,0.4238867484168447,0.37533423462447235
0,15.0,100,1,5,0.007068815795774268,0.3741862026153284,0.23860615229746207
0,15.0,100,1,1,0.037910803892984145,0.5492776318937964,0.5224460319761299
0,15.0,100,1,22,0.05301724546286943,0.4781268128791527,0.5014013956440575
0,15.0,100,1,15,0.034453513937948516,0.36348366409282185,0.22609408629235328
